region,rok,saldo_migracji_ogółem,wymeldowania_do_miast_ogółem,wymeldowania_na_wieś_ogółem,wymeldowania_ogółem_kobiety,wymeldowania_ogółem_mężczyźni,wymeldowania_ogółem_ogółem,zameldowania_ogółem_kobiety,zameldowania_ogółem_mężczyźni,zameldowania_ogółem_ogółem,zameldowania_z_miast_ogółem,zameldowania_ze_wsi_ogółem
ŁÓDZKIE,2018,-2163.0,10771.0,7202.0,9648.0,8325.0,17973.0,8484.0,7326.0,15810.0,10453.0,5357.0
ŁÓDZKIE,2019,-2824.0,11264.0,7604.0,10110.0,8758.0,18868.0,8452.0,7592.0,16044.0,10585.0,5459.0
ŁÓDZKIE,2020,-1812.0,8575.0,6528.0,8091.0,7012.0,15103.0,7092.0,6199.0,13291.0,8876.0,4415.0
ŁÓDZKIE,2021,-2282.0,9738.0,7418.0,9175.0,7981.0,17156.0,7983.0,6891.0,14874.0,9767.0,5107.0
ŁÓDZKIE,2022,-1649.0,8698.0,7484.0,8483.0,7699.0,16182.0,7476.0,7057.0,14533.0,9582.0,4951.0
ŁÓDZKIE,2023,-2099.0,9104.0,7250.0,8715.0,7639.0,16354.0,7568.0,6687.0,14255.0,9374.0,4881.0
ŁÓDZKIE,2024,-1809.0,9650.0,7552.0,9015.0,8187.0,17202.0,8062.0,7331.0,15393.0,10055.0,5338.0
ŁÓDZKIE,2025,,,,,,,,,,,
ŚLĄSKIE,1999,-394.0,,,20540.0,19089.0,39629.0,20445.0,18790.0,39235.0,,
ŚLĄSKIE,2000,-1652.0,25045.0,12099.0,19262.0,17882.0,37144.0,18483.0,17009.0,35492.0,26713.0,8779.0
ŚLĄSKIE,2001,-2353.0,22208.0,10225.0,16924.0,15509.0,32433.0,15668.0,14412.0,30080.0,22683.0,7397.0
ŚLĄSKIE,2002,-1639.0,25561.0,11469.0,19145.0,17885.0,37030.0,18365.0,17026.0,35391.0,27359.0,8032.0
ŚLĄSKIE,2003,-2909.0,27798.0,12869.0,21227.0,19440.0,40667.0,19827.0,17931.0,37758.0,29994.0,7764.0
ŚLĄSKIE,2004,-3583.0,27057.0,13336.0,21055.0,19338.0,40393.0,19321.0,17489.0,36810.0,29417.0,7393.0
ŚLĄSKIE,2005,-3075.0,27484.0,12696.0,21256.0,18924.0,40180.0,19585.0,17520.0,37105.0,29625.0,7480.0
ŚLĄSKIE,2006,-3668.0,28623.0,13773.0,22019.0,20377.0,42396.0,20136.0,18592.0,38728.0,30589.0,8139.0
ŚLĄSKIE,2007,-3578.0,29546.0,15259.0,23248.0,21557.0,44805.0,21486.0,19741.0,41227.0,32636.0,8591.0
ŚLĄSKIE,2008,-2917.0,25281.0,12412.0,19951.0,17742.0,37693.0,18563.0,16213.0,34776.0,27862.0,6914.0
ŚLĄSKIE,2009,-3163.0,25636.0,12814.0,20707.0,17743.0,38450.0,19092.0,16195.0,35287.0,28182.0,7105.0
ŚLĄSKIE,2010,-3194.0,26869.0,13410.0,21119.0,19160.0,40279.0,19590.0,17495.0,37085.0,29904.0,7181.0
ŚLĄSKIE,2011,-3652.0,27159.0,12844.0,20986.0,19017.0,40003.0,19261.0,17090.0,36351.0,29047.0,7304.0
ŚLĄSKIE,2012,-3298.0,25872.0,12294.0,19928.0,18238.0,38166.0,18372.0,16496.0,34868.0,27764.0,7104.0
ŚLĄSKIE,2013,-3880.0,27450.0,13563.0,21210.0,19803.0,41013.0,19318.0,17815.0,37133.0,29488.0,7645.0
ŚLĄSKIE,2014,-3633.0,26156.0,12186.0,20131.0,18211.0,38342.0,18307.0,16402.0,34709.0,27487.0,7222.0
ŚLĄSKIE,2015,-3449.0,24857.0,11366.0,18881.0,17342.0,36223.0,17348.0,15426.0,32774.0,25710.0,7064.0
ŚLĄSKIE,2016,-3428.0,24130.0,11241.0,18731.0,16640.0,35371.0,16987.0,14956.0,31943.0,25126.0,6817.0
ŚLĄSKIE,2017,-3260.0,25066.0,11578.0,19133.0,17511.0,36644.0,17619.0,15765.0,33384.0,26103.0,7281.0
ŚLĄSKIE,2018,-4231.0,28120.0,12810.0,21294.0,19636.0,40930.0,19307.0,17392.0,36699.0,28566.0,8133.0
ŚLĄSKIE,2019,-4275.0,28694.0,13236.0,21785.0,20145.0,41930.0,19796.0,17859.0,37655.0,29350.0,8305.0
ŚLĄSKIE,2020,-3342.0,23134.0,11463.0,17922.0,16675.0,34597.0,16345.0,14910.0,31255.0,24548.0,6707.0
ŚLĄSKIE,2021,-3690.0,26075.0,12933.0,20184.0,18824.0,39008.0,18464.0,16854.0,35318.0,27663.0,7655.0
ŚLĄSKIE,2022,-3592.0,23384.0,12318.0,18317.0,17385.0,35702.0,16529.0,15581.0,32110.0,25296.0,6814.0
ŚLĄSKIE,2023,-2611.0,24552.0,11639.0,18698.0,17493.0,36191.0,17399.0,16181.0,33580.0,26071.0,7509.0
ŚLĄSKIE,2024,-2883.0,25387.0,11731.0,18970.0,18148.0,37118.0,17714.0,16521.0,34235.0,26484.0,7751.0
ŚLĄSKIE,2025,,,,,,,,,,,
ŚWIĘTOKRZYSKIE,1999,-2295.0,,,5861.0,5246.0,11107.0,4588.0,4224.0,8812.0,,
ŚWIĘTOKRZYSKIE,2000,-2061.0,6213.0,3964.0,5186.0,4991.0,10177.0,4144.0,3972.0,8116.0,4522.0,3594.0
ŚWIĘTOKRZYSKIE,2001,-2304.0,5966.0,3594.0,4959.0,4601.0,9560.0,3687.0,3569.0,7256.0,4063.0,3193.0
ŚWIĘTOKRZYSKIE,2002,-2372.0,6155.0,3819.0,5240.0,4734.0,9974.0,3892.0,3710.0,7602.0,4476.0,3126.0
ŚWIĘTOKRZYSKIE,2003,-2467.0,6437.0,4128.0,5631.0,4934.0,10565.0,4202.0,3896.0,8098.0,5104.0,2994.0
ŚWIĘTOKRZYSKIE,2004,-2315.0,6055.0,4296.0,5446.0,4905.0,10351.0,4098.0,3938.0,8036.0,5129.0,2907.0
ŚWIĘTOKRZYSKIE,2005,-2234.0,6086.0,3756.0,5334.0,4508.0,9842.0,3990.0,3618.0,7608.0,4644.0,2964.0
ŚWIĘTOKRZYSKIE,2006,-2795.0,6655.0,4279.0,5877.0,5057.0,10934.0,4311.0,3828.0,8139.0,4848.0,3291.0
ŚWIĘTOKRZYSKIE,2007,-2629.0,6599.0,4653.0,6109.0,5143.0,11252.0,4592.0,4031.0,8623.0,5106.0,3517.0
ŚWIĘTOKRZYSKIE,2008,-2016.0,5402.0,3438.0,4947.0,3893.0,8840.0,3691.0,3133.0,6824.0,4025.0,2799.0
ŚWIĘTOKRZYSKIE,2009,-2184.0,5474.0,3693.0,5106.0,4061.0,9167.0,3720.0,3263.0,6983.0,4205.0,2778.0
ŚWIĘTOKRZYSKIE,2010,-2567.0,5977.0,3753.0,5313.0,4417.0,9730.0,3779.0,3384.0,7163.0,4414.0,2749.0
ŚWIĘTOKRZYSKIE,2011,-2408.0,5867.0,3550.0,5215.0,4202.0,9417.0,3739.0,3270.0,7009.0,4164.0,2845.0
ŚWIĘTOKRZYSKIE,2012,-2180.0,5353.0,3185.0,4698.0,3840.0,8538.0,3436.0,2922.0,6358.0,3838.0,2520.0
ŚWIĘTOKRZYSKIE,2013,-2618.0,5496.0,3718.0,5010.0,4204.0,9214.0,3522.0,3074.0,6596.0,3825.0,2771.0
ŚWIĘTOKRZYSKIE,2014,-2464.0,5462.0,3261.0,4766.0,3957.0,8723.0,3329.0,2930.0,6259.0,3653.0,2606.0
ŚWIĘTOKRZYSKIE,2015,-2268.0,5284.0,3318.0,4601.0,4001.0,8602.0,3395.0,2939.0,6334.0,3671.0,2663.0
ŚWIĘTOKRZYSKIE,2016,-1971.0,5004.0,3152.0,4358.0,3798.0,8156.0,3301.0,2884.0,6185.0,3453.0,2732.0
ŚWIĘTOKRZYSKIE,2017,-2426.0,5494.0,3423.0,4819.0,4098.0,8917.0,3376.0,3115.0,6491.0,3695.0,2796.0
ŚWIĘTOKRZYSKIE,2018,-2628.0,6101.0,3852.0,5357.0,4596.0,9953.0,3882.0,3443.0,7325.0,4164.0,3161.0
ŚWIĘTOKRZYSKIE,2019,-3719.0,7106.0,3914.0,6001.0,5019.0,11020.0,3796.0,3505.0,7301.0,4054.0,3247.0
ŚWIĘTOKRZYSKIE,2020,-2143.0,4938.0,3277.0,4453.0,3762.0,8215.0,3264.0,2808.0,6072.0,3466.0,2606.0
ŚWIĘTOKRZYSKIE,2021,-2421.0,5613.0,3699.0,4915.0,4397.0,9312.0,3634.0,3257.0,6891.0,3902.0,2989.0
ŚWIĘTOKRZYSKIE,2022,-2270.0,5211.0,3808.0,4903.0,4116.0,9019.0,3579.0,3170.0,6749.0,3811.0,2938.0
ŚWIĘTOKRZYSKIE,2023,-2766.0,5408.0,3705.0,4790.0,4323.0,9113.0,3237.0,3110.0,6347.0,3652.0,2695.0
ŚWIĘTOKRZYSKIE,2024,-2755.0,5676.0,3952.0,5095.0,4533.0,9628.0,3601.0,3272.0,6873.0,3893.0,2980.0
ŚWIĘTOKRZYSKIE,2025,,,,,,,,,,,
